Mood,Tamil Song,Tamil Movie,Travel Location,Famous Places,Famous Hotels with Price,Food,Book
Calm,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Kodaikanal,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Span Resort & Spa (₹10000/night),Pasta,Sapiens
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Manali,"Coaker's Walk, Bryant Park, Pillar Rocks",Manu Allaya Resort (₹7500/night),Pizza,Ikigai
Romantic,Munbe Vaa,Deiva Thirumagal,Manali,"Hadimba Temple, Solang Valley, Rohtang Pass",The Carlton (₹8000/night),Pasta,The Alchemist
Happy,Munbe Vaa,Minnale,Kodaikanal,"Pillar Rocks, Coaker's Walk, Bryant Park",The Carlton (₹8000/night),Pasta,The Alchemist
Adventurous,Ullam Urugudhaiya,Minnale,Ooty,"Solang Valley, Rohtang Pass, Hadimba Temple",Span Resort & Spa (₹10000/night),Samosa,Atomic Habits
Happy,Munbe Vaa,Thani Oruvan,Ooty,"Kufri, Jakhoo Temple, Mall Road",The Carlton (₹8000/night),Samosa,Ikigai
Romantic,Munbe Vaa,Thani Oruvan,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Tea County (₹7000/night),Ice Cream,Big Magic
Romantic,Munbe Vaa,Deiva Thirumagal,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",Span Resort & Spa (₹10000/night),Samosa,Atomic Habits
Romantic,Munbe Vaa,Azhagiya Tamil Magan,Munnar,"Pillar Rocks, Bryant Park, Coaker's Walk",Wildflower Hall (₹13000/night),Pasta,Atomic Habits
Romantic,Ullam Urugudhaiya,Deiva Thirumagal,Ooty,"Pillar Rocks, Bryant Park, Coaker's Walk",Tea County (₹7000/night),Samosa,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Vaaranam Aayiram,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Samosa,Ikigai
Romantic,Munbe Vaa,Deiva Thirumagal,Ooty,"Kufri, Jakhoo Temple, Mall Road",Manu Allaya Resort (₹7500/night),Biryani,Big Magic
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Fragrant Nature (₹8500/night),Ice Cream,Atomic Habits
Calm,Ullam Urugudhaiya,Minnale,Manali,"Ooty Lake, Doddabetta Peak, Botanical Garden",Span Resort & Spa (₹10000/night),Ice Cream,Ikigai
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Savoy (₹10500/night),Biryani,Big Magic
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Munnar,"Bryant Park, Coaker's Walk, Pillar Rocks",Span Resort & Spa (₹10000/night),Pizza,Ikigai
Calm,Nenjukkul Peidhidum,Minnale,Manali,"Doddabetta Peak, Botanical Garden, Ooty Lake",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,The Alchemist
Happy,Munbe Vaa,Thani Oruvan,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Atomic Habits
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Ooty,"Doddabetta Peak, Ooty Lake, Botanical Garden",Taj Savoy (₹10500/night),Chocolate Ice Cream,Sapiens
Adventurous,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Biryani,Big Magic
Romantic,Munbe Vaa,Thani Oruvan,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",Tea County (₹7000/night),Chocolate Ice Cream,The Alchemist
Happy,Nenjukkul Peidhidum,Thani Oruvan,Goa,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Big Magic
Romantic,Nenjukkul Peidhidum,Vaaranam Aayiram,Goa,"Baga Beach, Aguada Fort, Dudhsagar Falls",Span Resort & Spa (₹10000/night),Biryani,Big Magic
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",The Leela (₹15000/night),Chocolate Ice Cream,Atomic Habits
Happy,Nenjukkul Peidhidum,Thani Oruvan,Goa,"Bryant Park, Coaker's Walk, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Ikigai
Romantic,Ullam Urugudhaiya,Minnale,Munnar,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Wildflower Hall (₹13000/night),Biryani,Ikigai
Romantic,Munbe Vaa,Thani Oruvan,Kodaikanal,"Mall Road, Kufri, Jakhoo Temple",Manu Allaya Resort (₹7500/night),Ice Cream,Ikigai
Calm,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Ikigai
Happy,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Savoy (₹10500/night),Ice Cream,Ikigai
Happy,Munbe Vaa,Vaaranam Aayiram,Manali,"Bryant Park, Coaker's Walk, Pillar Rocks",Savoy Ooty (₹9000/night),Pasta,Sapiens
Adventurous,Nenjukkul Peidhidum,Minnale,Manali,"Bryant Park, Coaker's Walk, Pillar Rocks",Taj Exotica (₹12000/night),Biryani,Atomic Habits
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Pillar Rocks, Coaker's Walk, Bryant Park",Wildflower Hall (₹13000/night),Biryani,Ikigai
Happy,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Doddabetta Peak, Ooty Lake, Botanical Garden",Sterling Kodai Lake (₹6000/night),Samosa,Big Magic
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Manali,"Pillar Rocks, Bryant Park, Coaker's Walk",Taj Exotica (₹12000/night),Samosa,Sapiens
Adventurous,Munbe Vaa,Thani Oruvan,Kodaikanal,"Pillar Rocks, Coaker's Walk, Bryant Park",Span Resort & Spa (₹10000/night),Pasta,Atomic Habits
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Manali,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Taj Exotica (₹12000/night),Biryani,Big Magic
Calm,Munbe Vaa,Vaaranam Aayiram,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Wildflower Hall (₹13000/night),Samosa,Big Magic
Adventurous,Ullam Urugudhaiya,Azhagiya Tamil Magan,Manali,"Mall Road, Kufri, Jakhoo Temple",Sterling Kodai Lake (₹6000/night),Pizza,Big Magic
Adventurous,Munbe Vaa,Minnale,Kodaikanal,"Doddabetta Peak, Botanical Garden, Ooty Lake",Taj Exotica (₹12000/night),Biryani,Atomic Habits
Happy,Munbe Vaa,Vaaranam Aayiram,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Atomic Habits
Adventurous,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",The Leela (₹15000/night),Biryani,Ikigai
Calm,Munbe Vaa,Vaaranam Aayiram,Manali,"Hadimba Temple, Solang Valley, Rohtang Pass",Tea County (₹7000/night),Ice Cream,Ikigai
Happy,Munbe Vaa,Thani Oruvan,Manali,"Coaker's Walk, Bryant Park, Pillar Rocks",Span Resort & Spa (₹10000/night),Pasta,The Alchemist
Happy,Munbe Vaa,Deiva Thirumagal,Goa,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,The Alchemist
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Kodaikanal,"Kufri, Jakhoo Temple, Mall Road",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Calm,Munbe Vaa,Thani Oruvan,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",Fragrant Nature (₹8500/night),Samosa,Ikigai
Calm,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",The Carlton (₹8000/night),Chocolate Ice Cream,Sapiens
Happy,Munbe Vaa,Vaaranam Aayiram,Munnar,"Doddabetta Peak, Botanical Garden, Ooty Lake",The Carlton (₹8000/night),Chocolate Ice Cream,Ikigai
Adventurous,Munbe Vaa,Thani Oruvan,Munnar,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Taj Exotica (₹12000/night),Biryani,Ikigai
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Sterling Kodai Lake (₹6000/night),Pasta,Atomic Habits
Romantic,Nenjukkul Peidhidum,Deiva Thirumagal,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Chocolate Ice Cream,Sapiens
Happy,Munbe Vaa,Azhagiya Tamil Magan,Kodaikanal,"Baga Beach, Aguada Fort, Dudhsagar Falls",Wildflower Hall (₹13000/night),Biryani,The Alchemist
Happy,Ullam Urugudhaiya,Minnale,Munnar,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Fragrant Nature (₹8500/night),Pizza,Ikigai
Calm,Nenjukkul Peidhidum,Vaaranam Aayiram,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Sapiens
Calm,Nenjukkul Peidhidum,Thani Oruvan,Munnar,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Taj Exotica (₹12000/night),Chocolate Ice Cream,Big Magic
Calm,Ullam Urugudhaiya,Thani Oruvan,Munnar,"Hadimba Temple, Rohtang Pass, Solang Valley",The Leela (₹15000/night),Samosa,The Alchemist
Romantic,Ullam Urugudhaiya,Minnale,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Exotica (₹12000/night),Biryani,Ikigai
Adventurous,Munbe Vaa,Thani Oruvan,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Wildflower Hall (₹13000/night),Chocolate Ice Cream,Ikigai
Happy,Munbe Vaa,Minnale,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Taj Savoy (₹10500/night),Pasta,Atomic Habits
Adventurous,Munbe Vaa,Minnale,Munnar,"Doddabetta Peak, Ooty Lake, Botanical Garden",The Leela (₹15000/night),Samosa,Big Magic
Happy,Ullam Urugudhaiya,Deiva Thirumagal,Manali,"Dudhsagar Falls, Baga Beach, Aguada Fort",Wildflower Hall (₹13000/night),Ice Cream,Big Magic
Happy,Munbe Vaa,Minnale,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Wildflower Hall (₹13000/night),Samosa,Ikigai
Romantic,Ullam Urugudhaiya,Deiva Thirumagal,Ooty,"Aguada Fort, Dudhsagar Falls, Baga Beach",Sterling Kodai Lake (₹6000/night),Biryani,Big Magic
Calm,Ullam Urugudhaiya,Thani Oruvan,Ooty,"Doddabetta Peak, Botanical Garden, Ooty Lake",Wildflower Hall (₹13000/night),Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Minnale,Manali,"Kufri, Jakhoo Temple, Mall Road",Wildflower Hall (₹13000/night),Samosa,Sapiens
Happy,Munbe Vaa,Sillunu Oru Kadhal,Goa,"Doddabetta Peak, Ooty Lake, Botanical Garden",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Big Magic
Happy,Ullam Urugudhaiya,Minnale,Munnar,"Hadimba Temple, Rohtang Pass, Solang Valley",Savoy Ooty (₹9000/night),Ice Cream,Atomic Habits
Calm,Nenjukkul Peidhidum,Minnale,Shimla,"Aguada Fort, Dudhsagar Falls, Baga Beach",The Leela (₹15000/night),Ice Cream,Ikigai
Adventurous,Munbe Vaa,Minnale,Manali,"Doddabetta Peak, Botanical Garden, Ooty Lake",Manu Allaya Resort (₹7500/night),Biryani,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",Span Resort & Spa (₹10000/night),Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Deiva Thirumagal,Manali,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Savoy (₹10500/night),Biryani,Ikigai
Happy,Munbe Vaa,Vaaranam Aayiram,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",Taj Exotica (₹12000/night),Pasta,Big Magic
Romantic,Munbe Vaa,Minnale,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Ikigai
Calm,Munbe Vaa,Thani Oruvan,Goa,"Dudhsagar Falls, Baga Beach, Aguada Fort",The Carlton (₹8000/night),Pizza,Ikigai
Calm,Ullam Urugudhaiya,Vaaranam Aayiram,Goa,"Bryant Park, Pillar Rocks, Coaker's Walk",Tea County (₹7000/night),Chocolate Ice Cream,Ikigai
Romantic,Munbe Vaa,Vaaranam Aayiram,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Thani Oruvan,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Manu Allaya Resort (₹7500/night),Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",Tea County (₹7000/night),Samosa,Sapiens
Calm,Ullam Urugudhaiya,Azhagiya Tamil Magan,Kodaikanal,"Doddabetta Peak, Botanical Garden, Ooty Lake",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Manali,"Bryant Park, Pillar Rocks, Coaker's Walk",Span Resort & Spa (₹10000/night),Pizza,Big Magic
Calm,Munbe Vaa,Deiva Thirumagal,Ooty,"Aguada Fort, Baga Beach, Dudhsagar Falls",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,The Alchemist
Calm,Nenjukkul Peidhidum,Thani Oruvan,Shimla,"Aguada Fort, Dudhsagar Falls, Baga Beach",Sterling Kodai Lake (₹6000/night),Ice Cream,Ikigai
Calm,Nenjukkul Peidhidum,Deiva Thirumagal,Munnar,"Ooty Lake, Doddabetta Peak, Botanical Garden",Taj Exotica (₹12000/night),Biryani,Ikigai
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Kodaikanal,"Ooty Lake, Doddabetta Peak, Botanical Garden",Wildflower Hall (₹13000/night),Biryani,Sapiens
Romantic,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Doddabetta Peak, Botanical Garden, Ooty Lake",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,Ikigai
Romantic,Ullam Urugudhaiya,Thani Oruvan,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Biryani,Ikigai
Happy,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Savoy (₹10500/night),Samosa,Big Magic
Happy,Munbe Vaa,Sillunu Oru Kadhal,Munnar,"Bryant Park, Pillar Rocks, Coaker's Walk",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Big Magic
Adventurous,Nenjukkul Peidhidum,Minnale,Goa,"Hadimba Temple, Solang Valley, Rohtang Pass",Taj Exotica (₹12000/night),Samosa,Atomic Habits
Romantic,Munbe Vaa,Minnale,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Span Resort & Spa (₹10000/night),Pizza,Big Magic
Adventurous,Nenjukkul Peidhidum,Vaaranam Aayiram,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Fragrant Nature (₹8500/night),Biryani,Ikigai
Calm,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Taj Exotica (₹12000/night),Pizza,Big Magic
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Pizza,Ikigai
Happy,Ullam Urugudhaiya,Thani Oruvan,Manali,"Aguada Fort, Baga Beach, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Romantic,Munbe Vaa,Thani Oruvan,Shimla,"Aguada Fort, Dudhsagar Falls, Baga Beach",Tea County (₹7000/night),Samosa,Ikigai
Romantic,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Chocolate Ice Cream,Sapiens
Happy,Munbe Vaa,Minnale,Munnar,"Hadimba Temple, Rohtang Pass, Solang Valley",The Carlton (₹8000/night),Biryani,Ikigai
Adventurous,Munbe Vaa,Minnale,Manali,"Mall Road, Kufri, Jakhoo Temple",Sterling Kodai Lake (₹6000/night),Ice Cream,Ikigai
Happy,Munbe Vaa,Minnale,Goa,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Exotica (₹12000/night),Pasta,Big Magic
Adventurous,Munbe Vaa,Thani Oruvan,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Savoy Ooty (₹9000/night),Pizza,Atomic Habits
Calm,Munbe Vaa,Vaaranam Aayiram,Manali,"Doddabetta Peak, Botanical Garden, Ooty Lake",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Adventurous,Munbe Vaa,Vaaranam Aayiram,Manali,"Baga Beach, Aguada Fort, Dudhsagar Falls",Taj Savoy (₹10500/night),Biryani,Big Magic
Happy,Munbe Vaa,Thani Oruvan,Ooty,"Bryant Park, Coaker's Walk, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Pasta,Sapiens
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Manali,"Doddabetta Peak, Ooty Lake, Botanical Garden",Tea County (₹7000/night),Pasta,Sapiens
Calm,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",The Leela (₹15000/night),Pizza,Atomic Habits
Romantic,Munbe Vaa,Thani Oruvan,Munnar,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Sterling Kodai Lake (₹6000/night),Biryani,Big Magic
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Munnar,"Pillar Rocks, Bryant Park, Coaker's Walk",Span Resort & Spa (₹10000/night),Pizza,Ikigai
Adventurous,Munbe Vaa,Minnale,Manali,"Baga Beach, Aguada Fort, Dudhsagar Falls",Fragrant Nature (₹8500/night),Biryani,Big Magic
Adventurous,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Kodaikanal,"Pillar Rocks, Coaker's Walk, Bryant Park",Sterling Kodai Lake (₹6000/night),Ice Cream,Atomic Habits
Adventurous,Munbe Vaa,Minnale,Goa,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Exotica (₹12000/night),Pasta,Atomic Habits
Adventurous,Munbe Vaa,Thani Oruvan,Ooty,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",The Carlton (₹8000/night),Pasta,Ikigai
Happy,Munbe Vaa,Thani Oruvan,Kodaikanal,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Ikigai
Romantic,Ullam Urugudhaiya,Minnale,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",The Carlton (₹8000/night),Ice Cream,Sapiens
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Biryani,Atomic Habits
Romantic,Ullam Urugudhaiya,Minnale,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Savoy (₹10500/night),Pasta,Ikigai
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Bryant Park, Coaker's Walk, Pillar Rocks",Span Resort & Spa (₹10000/night),Samosa,Ikigai
Romantic,Munbe Vaa,Deiva Thirumagal,Manali,"Coaker's Walk, Bryant Park, Pillar Rocks",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Ikigai
Happy,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,Atomic Habits
Adventurous,Munbe Vaa,Thani Oruvan,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Exotica (₹12000/night),Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Manali,"Doddabetta Peak, Ooty Lake, Botanical Garden",Sterling Kodai Lake (₹6000/night),Samosa,Big Magic
Happy,Ullam Urugudhaiya,Thani Oruvan,Ooty,"Aguada Fort, Baga Beach, Dudhsagar Falls",Wildflower Hall (₹13000/night),Ice Cream,Ikigai
Happy,Munbe Vaa,Deiva Thirumagal,Goa,"Botanical Garden, Doddabetta Peak, Ooty Lake",Savoy Ooty (₹9000/night),Samosa,Big Magic
Adventurous,Ullam Urugudhaiya,Minnale,Manali,"Coaker's Walk, Bryant Park, Pillar Rocks",Taj Savoy (₹10500/night),Biryani,Ikigai
Calm,Nenjukkul Peidhidum,Minnale,Goa,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Wildflower Hall (₹13000/night),Ice Cream,The Alchemist
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Kufri, Jakhoo Temple, Mall Road",Taj Exotica (₹12000/night),Biryani,Ikigai
Romantic,Munbe Vaa,Azhagiya Tamil Magan,Goa,"Solang Valley, Rohtang Pass, Hadimba Temple",Taj Exotica (₹12000/night),Biryani,Big Magic
Calm,Munbe Vaa,Vaaranam Aayiram,Shimla,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Exotica (₹12000/night),Chocolate Ice Cream,Ikigai
Romantic,Munbe Vaa,Minnale,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Savoy (₹10500/night),Chocolate Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Pillar Rocks, Bryant Park, Coaker's Walk",Span Resort & Spa (₹10000/night),Ice Cream,Atomic Habits
Adventurous,Ullam Urugudhaiya,Minnale,Kodaikanal,"Coaker's Walk, Bryant Park, Pillar Rocks",Manu Allaya Resort (₹7500/night),Samosa,Ikigai
Romantic,Munbe Vaa,Vaaranam Aayiram,Ooty,"Doddabetta Peak, Botanical Garden, Ooty Lake",The Carlton (₹8000/night),Chocolate Ice Cream,Big Magic
Happy,Munbe Vaa,Vaaranam Aayiram,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",Tea County (₹7000/night),Chocolate Ice Cream,Atomic Habits
Calm,Munbe Vaa,Minnale,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Savoy (₹10500/night),Ice Cream,Sapiens
Adventurous,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",The Carlton (₹8000/night),Biryani,Ikigai
Romantic,Ullam Urugudhaiya,Sillunu Oru Kadhal,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Manu Allaya Resort (₹7500/night),Samosa,Ikigai
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Shimla,"Bryant Park, Pillar Rocks, Coaker's Walk",Savoy Ooty (₹9000/night),Ice Cream,Sapiens
Romantic,Ullam Urugudhaiya,Minnale,Kodaikanal,"Pillar Rocks, Coaker's Walk, Bryant Park",Span Resort & Spa (₹10000/night),Samosa,Atomic Habits
Happy,Munbe Vaa,Vaaranam Aayiram,Munnar,"Bryant Park, Coaker's Walk, Pillar Rocks",Wildflower Hall (₹13000/night),Biryani,Ikigai
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Wildflower Hall (₹13000/night),Ice Cream,Ikigai
Romantic,Munbe Vaa,Minnale,Goa,"Kufri, Jakhoo Temple, Mall Road",Taj Exotica (₹12000/night),Samosa,Atomic Habits
Romantic,Ullam Urugudhaiya,Minnale,Ooty,"Bryant Park, Coaker's Walk, Pillar Rocks",Wildflower Hall (₹13000/night),Pizza,Ikigai
Calm,Munbe Vaa,Azhagiya Tamil Magan,Manali,"Kufri, Jakhoo Temple, Mall Road",The Leela (₹15000/night),Biryani,The Alchemist
Adventurous,Nenjukkul Peidhidum,Thani Oruvan,Kodaikanal,"Doddabetta Peak, Ooty Lake, Botanical Garden",Span Resort & Spa (₹10000/night),Biryani,Atomic Habits
Happy,Munbe Vaa,Sillunu Oru Kadhal,Goa,"Baga Beach, Aguada Fort, Dudhsagar Falls",Taj Exotica (₹12000/night),Pasta,Big Magic
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Ooty,"Pillar Rocks, Coaker's Walk, Bryant Park",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Big Magic
Happy,Munbe Vaa,Minnale,Goa,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Fragrant Nature (₹8500/night),Pasta,The Alchemist
Romantic,Nenjukkul Peidhidum,Vaaranam Aayiram,Manali,"Baga Beach, Aguada Fort, Dudhsagar Falls",Tea County (₹7000/night),Chocolate Ice Cream,Ikigai
Romantic,Munbe Vaa,Azhagiya Tamil Magan,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Exotica (₹12000/night),Pizza,Sapiens
Adventurous,Munbe Vaa,Vaaranam Aayiram,Munnar,"Baga Beach, Aguada Fort, Dudhsagar Falls",Tea County (₹7000/night),Biryani,Atomic Habits
Romantic,Ullam Urugudhaiya,Minnale,Kodaikanal,"Kufri, Jakhoo Temple, Mall Road",The Carlton (₹8000/night),Chocolate Ice Cream,Sapiens
Adventurous,Ullam Urugudhaiya,Sillunu Oru Kadhal,Manali,"Dudhsagar Falls, Baga Beach, Aguada Fort",Taj Savoy (₹10500/night),Pasta,Big Magic
Calm,Munbe Vaa,Azhagiya Tamil Magan,Goa,"Baga Beach, Aguada Fort, Dudhsagar Falls",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Sapiens
Calm,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Baga Beach, Aguada Fort, Dudhsagar Falls",Tea County (₹7000/night),Pizza,Sapiens
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",The Carlton (₹8000/night),Pizza,Ikigai
Happy,Ullam Urugudhaiya,Sillunu Oru Kadhal,Munnar,"Bryant Park, Pillar Rocks, Coaker's Walk",Tea County (₹7000/night),Biryani,Big Magic
Adventurous,Munbe Vaa,Vaaranam Aayiram,Shimla,"Botanical Garden, Doddabetta Peak, Ooty Lake",The Carlton (₹8000/night),Chocolate Ice Cream,Atomic Habits
Happy,Munbe Vaa,Vaaranam Aayiram,Goa,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Taj Exotica (₹12000/night),Pasta,The Alchemist
Calm,Ullam Urugudhaiya,Thani Oruvan,Munnar,"Aguada Fort, Dudhsagar Falls, Baga Beach",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Happy,Munbe Vaa,Minnale,Goa,"Kufri, Jakhoo Temple, Mall Road",Wildflower Hall (₹13000/night),Samosa,Atomic Habits
